"title","Description","image","category","Health","Armour","Weight","Cost","length","width","height","relativeBuoyancy","emptySpaceBuoyancy","empSusceptibility","empDamageTaken","empDamageReduction","Flammability","Fire Resistance","maxStructuralArmourBoost","extraLengthHealth","dragStopper","dragFront","dragBack","dragTop","dragBottom","dragLeft","dragRight","GUID","radarReturn","Volume Factor","Buoyancy Factor","waterTight","explosionOnDeath","placeableOnFortress","placeableOnStructure","placeableOnVehicle","placeableInPrefab","placeableOnSubConstructable","allowsExhaust","allowsVisibleBandTransmission","allowsIrBandTransmission","allowsRadarBandTransmission","allowsSonarBandTransmission","mesh1","mesh2","mesh3","mesh4","mesh5","mesh6","mesh7","mesh8","mesh9","mesh10","mesh11","mesh12","mesh13","mesh14","mesh15","mesh16","mesh17","mesh18","mesh19","mesh20","mesh21","mesh22","mesh23","mesh24","mesh25","mesh26","mesh27","mesh28"
"Jet generator hull","Redirects thrust from the jet engine to generate power, or to charge batteries with energy.  Add ons cannot be connected.","Jet generator hull.png","Air","3500","30","185","110","1","3","3","21","202.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","9e39a47e-f190-435a-9ed0-650c2b205f27","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Jet generator","Redirects thrust from the jet engine to generate power, or to charge batteries with energy","Jet generator.png","Air","3500","25","180","100","1","3","3","25.9","202.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","f460c104-356f-4abe-b96a-97122285348f","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Jet intake add-on","The extra air intake increases the amount of air available to the engine, slightly increasing thrust output without changing material use.","Jet intake add-on.png","Air","300","25","10","100","1","1","1","20.2","30","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","12e26b7f-d42f-4af0-b134-129f8aed8a90","10","1","0.8","True","0","True","True","True","True","0","False","False","False","False","False"
"Jet intake hull","The jet needs an intake to deliver air into the combustors. The jet won't work if this part is under water.  Add ons cannot be connected.","Jet intake hull.png","Air","3500","30","185","110","1","3","3","21","202.5","0","100","2","20","30","0","0","True","0.2","1","1","1","1","1","82106938-610c-4a66-8fe3-8cde947e707a","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Jet intake","The jet needs an intake to deliver air into the combustors. Jet won't work if this part is under water.","Jet intake.png","Air","3500","25","180","100","1","3","3","25.9","202.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","261a60dd-5a01-4e6f-b7e8-a56bb21e2ad9","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Jet stabiliser","Jet stabilisers use engine power to level out the vehicle- put one on each side to reduce roll and one on front and back to reduce pitch.","Jet stabiliser.png","Air","300","20","10","30","1","1","1","27.7","37.5","20","100","0","40","20","0","0","True","1","1","1","1","1","1","ad3867b5-6146-44b8-a539-6ab08311e5fe","10","1","1","True","2","True","True","True","True","0","False","False","False","False","False"
"Large propeller blade","A large blade that's more durable and provides more thrust per swept area","Large propeller blade.png","Air","4000","60","150","300","1","1","3","-135.9","11.3","0","100","2","0","60","0","0","False","0.1","0.1","0.1","0.1","0.05","0.05","4c82fd24-9b09-4027-b8fc-b51c6f7cfb08","0.3","1","0.1","True","0","True","True","True","True","0","False","True","False","False","False"
"Large propeller hub extension","Makes it possible to attach a second set of blades to the large propeller hub","Large propeller hub extension.png","Air","10000","60","1000","500","1","3","3","-778.5","202.5","0","100","2","0","60","0","0","True","1","1","1","1","1","1","4e6b4d5b-396f-47cc-97df-63dfc313311c","0.3","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Large propeller hub","The main propeller block, to which large blades can be attached","Large propeller hub.png","Air","10000","60","1000","500","1","3","3","-778.5","202.5","0","100","2","0","60","0","0","True","1","1","1","1","1","1","f0cfb2e8-adc4-47f5-b438-4437226965ab","0.3","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Metal duct (1x1)","Ducts allow jets, propellers and dedicated spinners to have air flow while being protected from incoming fire.  This allows for propulsion to be placed inside the hull with a vent to the outside.","Metal duct (1x1).png","Air","175","40","40","5","1","1","1","-1.7","37.5","0","100","1","10","40","0","0","True","0.4","0.4","1","1","1","1","fd13443a-1f2e-45e1-8978-9b02541a8174","0.5","1","1","True","0","True","True","True","True","0","True","False","False","False","False"
"Propeller blade","A propeller blade that provides thrust based on the swept area","Propeller blade.png","Air","600","60","50","40","1","1","1","-45.3","3.8","0","100","2","0","60","0","0","False","0.1","0.1","0.1","0.1","0.05","0.05","9500e5fb-4548-41de-934b-6a205bc7b1a1","0.3","1","0.1","True","0","True","True","True","True","0","False","True","False","False","False"
"Propeller hub extension","Makes it possible to attach a second set of blades to the propeller hub","Propeller hub extension.png","Air","1000","60","100","100","1","1","1","-75.6","22.5","0","100","2","0","60","0","0","True","1","1","1","1","1","1","ff112d96-de76-40ff-89e2-b0f7ae0b8db0","0.3","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Propeller hub","The main propeller block, to which blades can be attached","Propeller hub.png","Air","1000","60","100","80","1","1","1","-75.6","22.5","0","100","2","0","60","0","0","True","1","1","1","1","1","1","010b899b-b720-4f92-9ad9-1e5b49d91e54","0.3","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small air intake duct corner","Corner pipe used for delivering air to ducted air intakes","Small air intake duct corner.png","Air","300","20","20","20","1","1","1","2.9","22.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","87c9eeec-3ef0-4735-a595-eb5fbf0e66ca","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small air intake duct","Straight pipe used for delivering air to small ducted air intakes","Small air intake duct.png","Air","300","20","20","20","1","1","1","2.9","22.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","32d89838-73d1-4cc7-abbf-e18920b03e3e","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small air intake hull duct","Straight hull pipe used for delivering air to ducted air intakes","Small air intake hull duct.png","Air","300","20","20","20","1","1","1","2.9","22.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","7f97f70a-00a5-4e07-901a-bde9c479e0cd","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small front air duct intake","Opening used for delivering air to small ducted air intakes","Small front air duct intake.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","6308ac1d-7e51-4760-ba64-e0720d25f519","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet combuster hull pipe","The jet combuster burns the materials and oxygen together, increasing thrust and material use.  Add ons cannot be connected.","Small jet combuster hull pipe.png","Air","400","30","25","130","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","3dd5c28f-501e-436a-821d-46874ca9c5d1","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet combuster","The jet combuster burns the materials and oxygen together, increasing thrust and material use.","Small jet combuster.png","Air","400","25","20","120","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","26a852c0-da52-4232-8e04-69913c8edc13","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet compressor hull pipe","The jet compressor compresses the air that has been taken in, increasing thrust without changing material use.  Add ons cannot be connected.","Small jet compressor hull pipe.png","Air","400","30","25","50","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","84b391ce-db19-4cd2-b034-e520fef31cf0","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet compressor","The jet compressor compresses the air that has been taken in, increasing thrust without changing material use.","Small jet compressor.png","Air","400","25","20","40","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","cacc9c8b-9149-4adf-a86c-5cf5f4b035b8","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet connector corner","The jet connector links combustors to exhausts and allows extension of the CJE engine for exhaust venting.","Small jet connector corner.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","a9763554-b190-4861-95fd-f97584923683","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet connector hull","The jet connector links combustors to exhausts and allows extension of the CJE engine for exhaust venting.  Add ons cannot be connected.","Small jet connector hull.png","Air","400","30","25","30","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","faa2ce2d-dd4e-4430-9706-833d578df8a6","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet connector","The jet connector links combustors to exhausts and allows extension of the CJE engine for exhaust venting.","Small jet connector.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","ba60a2a9-b4f9-4bed-9a72-091ed6e41182","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet controller hull pipe","This is the primary component of a jet engine. A jet engine differs from those components that are engine powered in that it can be much more powerful, versatile and is it's own source of power.  Add ons cannot be connected.","Small jet controller hull pipe.png","Air","400","30","25","30","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","97ab0a32-c1c7-4663-a497-574fb15d9318","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet controller","This is the primary component of a jet engine. A jet engine differs from those components that are engine powered in that it can be much more powerful, versatile and is it's own source of power.","Small jet controller.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","c7d3ffb8-3ceb-40ae-a2b0-69c1f4d59462","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet exhaust hull pipe","The jet exhaust focuses and steers the gases from the engine, slightly increasing thrust output without changing material use.  Add ons cannot be connected.","Small jet exhaust hull pipe.png","Air","400","30","25","30","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","1fb31e58-d0bf-4234-8e92-ae6e46869e55","20","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet exhaust","The jet exhaust focuses and steers the gases from the engine, slightly increasing thrust output without changing material use.","Small jet exhaust.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","2b2d4fdc-8ffa-4399-985a-f9f5ec1263d0","20","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet extra combuster","The extra combuster can be fitted onto the combustion segments and increases their output.","Small jet extra combuster.png","Air","300","25","10","45","1","1","1","20.2","30","0","100","2","30","30","0","0","True","1","1","1","1","1","1","b093f1e8-7129-4f1b-83ab-737363aceb52","3","1","0.8","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet extra compressor","The extra compressor can be fitted onto the compression segments and increases their performance.","Small jet extra compressor.png","Air","300","25","10","15","1","1","1","20.2","30","0","100","2","30","30","0","0","True","1","1","1","1","1","1","fcffecd8-0550-4ff6-b85e-36f45cf04be1","3","1","0.8","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet fuel injector","The injector drastically increases thrust output of the combuster it's added to, for a high price.","Small jet fuel injector.png","Air","300","25","10","100","1","1","1","20.2","30","0","100","2","30","30","0","0","True","1","1","1","1","1","1","7489ebd4-92d2-4641-9db4-139bb592fc34","3","1","0.8","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet generator hull","Redirects thrust from the jet engine to generate power, or to charge batteries with energy.  Add ons cannot be connected.","Small jet generator hull.png","Air","400","30","25","30","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","1","1","1","1","1","1","5a5b609e-4b9f-4baf-8dd0-f13f9732e0ef","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet generator","Redirects thrust from the jet engine to generate power, or to charge batteries with energy","Small jet generator.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","1","1","1","1","1","1","a52c86ec-8f2c-4c0e-8487-8aa12ba93dd0","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet intake add-On","The extra air intake increases the amount of air available to the engine, slightly increasing thrust output without changing material use.","Small jet intake add-On.png","Air","300","25","10","20","1","1","1","20.2","30","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","08101f92-442f-41c8-913e-e5c264463b58","10","1","0.8","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet intake hull pipe","The jet needs an intake to deliver air into the combustors. The jet won't work if this part is under water.  Add ons cannot be connected.","Small jet intake hull pipe.png","Air","400","30","25","70","1","1","1","-2","22.5","0","100","2","20","30","0","0","True","0.2","1","1","1","1","1","0096dd3a-44ff-4a6d-b51a-a79973bc8163","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet ducted intake","The jet needs an intake to deliver air into the combustors. Jet won't work if this part is under water.","Small jet ducted intake.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","58ae1262-6ccd-48ca-ac6f-2eb825aa7b42","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small jet intake","The jet needs an intake to deliver air into the combustors. Jet won't work if this part is under water.","Small jet intake.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","95e34566-9234-4559-b601-9a0b9b7c11e5","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Small top air duct intake","Opening used for delivering air to ducted air intakes","Small top air duct intake.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","bdd365a5-c0df-4d2b-959a-93ecb518bb85","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Switch","This block allows you to control balloon deployers. You can also do this using Automatic Control Blocks.","Switch.png","Air","100","3","10","5","1","1","1","27.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","03d79bec-7af0-44e7-a012-f2e2dcacff30","1","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Tailplane","Tail planes are controlled by a ˝vehicle controller˝ in ˝air - mode˝ using U J Y I for nose up, nose down,  spin left, spin right (assuming the tail planes are placed at the tail!). They are for controlling the pitch and yaw of aircraft.  The force is proportional to air speed over the tail plane.","Tailplane.png","Air","100","1","2.5","30","1","1","1","3.2","5.6","0","100","8","60","10","0","0","False","0.1","0.1","1","1","1","1","4934fff3-aca3-4fb3-b242-60afbe8d4439","0.5","0.15","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Top air duct intake","Opening used for delivering air to ducted air intakes","Top air duct intake.png","Air","400","25","20","20","1","1","1","2.9","22.5","0","100","2","30","30","0","0","True","0.2","1","1","1","1","1","7daa646e-4aa2-4b6a-bcd4-4f0405cd58bc","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"Universal flight surface","Flight surface that will automatically be configured for every role it can fill based on its position in the vehicle","Universal flight surface.png","Air","100","1","2.5","30","1","1","1","3.2","5.6","0","100","8","60","10","0","0","False","0.1","0.1","1","1","0.1","0.1","d4e23d98-fbde-449e-823f-872004cadc7a","0.5","1","0.15","True","0","True","True","True","True","0","False","False","False","False","False"
"Wing middle","Wings add an up-force proportional to air speed (and water speed) over the wing. They always align with vehicle-forwards direction.","Wing middle.png","Air","300","20","2.5","15","1","1","1","3.2","5.6","0","100","8","40","20","0","0","False","0.1","0.1","1","1","0.1","0.1","0fd8c160-7f2e-4921-8eef-ff2bd8785c1a","0.3","1","0.15","True","0","True","True","True","True","0","False","False","False","False","False"
"Wing missile strut","A piece for connecting missiles in to your wings.","Wing missile strut.png","Air","300","20","2.5","15","1","1","1","3.2","5.6","0","100","8","40","20","0","0","False","0.1","0.1","1","1","0.4","0.4","fb997dde-d192-4be3-93bf-9b8bbb647bc5","0.3","1","0.15","True","0","True","True","True","True","0","False","False","False","False","False"
"Wing","Wings add an up-force proportional to air speed (and water speed) over the wing. They always align with vehicle-forwards direction.","Wing.png","Air","300","20","2.5","15","1","1","1","3.2","5.6","0","100","8","40","20","0","0","False","0.1","0.1","1","1","0.1","0.1","478efa9f-5743-4238-ad2e-750770d7da11","0.3","1","0.15","True","0","True","True","True","True","0","False","False","False","False","False"
"Wood duct (1x1)","Ducts allow jets, propellers and dedicated spinners to have air flow while being protected from incoming fire.  This allows for propulsion to be placed inside the hull with a vent to the outside.","Wood duct (1x1).png","Air","90","8","10","1","1","1","1","27.7","37.5","0","100","8","100","10","0","0","True","0.4","0.4","1","1","1","1","fb1276c4-ba55-4e62-8315-40d4bf8adbf2","0.3","1","1","True","0","True","True","True","True","0","True","False","False","False","False"
"Wood duct (3x3)","Ducts allow jets, propellers and dedicated spinners to have air flow while being protected from incoming fire.  This allows for propulsion to be placed inside the hull with a vent to the outside.","Wood duct (3x3).png","Air","1260","8","70","14","1","3","3","268.8","337.5","0","100","8","100","10","0","0","True","0.4","0.4","1","1","1","1","692f710c-1710-4db5-9d8a-8c5acc4890ab","0.3","1","1","True","0","True","True","True","True","0","True","False","False","False","False"
"Wood duct (5x5)","Ducts allow jets, propellers and dedicated spinners to have air flow while being protected from incoming fire.  This allows for propulsion to be placed inside the hull with a vent to the outside.","Wood duct (5x5).png","Air","3240","8","180","40","1","5","5","760.9","937.5","0","100","8","100","10","0","0","False","0.4","0.4","1","1","1","1","05c9b256-38d2-4388-ad8c-b98118593f11","0.3","1","1","True","0","True","True","True","True","0","True","False","False","False","False"
"Wood duct (7x7)","Ducts allow jets, propellers and dedicated spinners to have air flow while being protected from incoming fire.  This allows for propulsion to be placed inside the hull with a vent to the outside.","Wood duct (7x7).png","Air","5400","8","300","80","1","7","7","1543.2","1837.5","0","100","8","100","10","0","0","False","0.4","0.4","1","1","1","1","24b4b0d5-8b0f-48bd-bef7-fdad00dede68","0.3","1","1","True","0","True","True","True","True","0","True","False","False","False","False"
"6-way connector","For connecting various parts together.","6-way connector.png","Advanced Cannons","150","5","10","10","1","1","1","12.7","22.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","228e59f1-b3de-471a-931f-45735ae6ba7e","10","1","0.6","True","0","True","True","True","True","0","False","False","False","False","False"
"AA Mantlet (2m)","2m tall by 1m wide mantlet with low azimuth and very high elevation in one direction.","AA Mantlet (2m).png","Advanced Cannons","3000","50","120","80","1","1","2","-42.7","75","0","100","2","0","50","0","0","True","1","1","1","1","1","1","2f87caef-8e9d-468f-925e-b0bf98e071f3","5","1","1","True","0","True","True","True","True","0","False","False","False","False","False","Extra mesh 0 of 2m tall AA Mantlet"
"Adv. Firing piece","This is the main component of the advanced projectile system. Mantlets and barrels go in front of it and gauge increasers and coolers go directly behind it. You can place other components on the other four sides of it.","Adv. Firing piece.png","Advanced Cannons","500","30","40","100","1","1","1","-1.7","37.5","0","100","2","0","50","0","0","True","1","1","1","1","1","1","dc8f69fe-f97c-404f-996c-1b934afa17b5","10","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Advanced Cannon heatsink","Disperses heat build-up.","Advanced Cannon heatsink.png","Unset or unrecognized block category","200","10","40","35","1","1","1","-1.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","b3ea8191-f5c9-42f7-b301-fc3144c8d2a5","10","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (1m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 1m long.","Ammo Clip (1m shells).png","Advanced Cannons","100","8","10","160","1","1","1","-6.1","3.8","0","100","2","60","10","0","0","True","1","1","1","1","1","1","7836f02d-9d50-476c-8701-d0e4eda43de3","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (2m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 2m long.","Ammo Clip (2m shells).png","Advanced Cannons","200","8","20","200","2","1","1","-12.1","7.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","66e3efae-4d73-4f4e-adbd-85e2573580e4","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (3m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 3m long.","Ammo Clip (3m shells).png","Advanced Cannons","300","8","30","220","3","1","1","-18.2","11.3","0","100","2","60","10","0","0","True","1","1","1","1","1","1","3b67ec16-9ccd-47de-8753-53617df90c61","3","1","0.1","True","0","True","True","True","True","2","False","False","False","False","False"
"Ammo Clip (4m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 4m long.","Ammo Clip (4m shells).png","Advanced Cannons","400","8","40","240","4","1","1","-24.2","15","0","100","2","60","10","0","0","True","1","1","1","1","1","1","c3f26ef6-22f2-4a04-bb49-aa66cc949188","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (5m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 5m long.","Ammo Clip (5m shells).png","Advanced Cannons","500","8","50","260","5","1","1","-30.3","18.8","0","100","2","60","10","0","0","True","1","1","1","1","1","1","26628920-1c53-4e28-b578-eac6a108bab2","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (6m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 6m long.","Ammo Clip (6m shells).png","Advanced Cannons","600","8","60","280","6","1","1","-36.4","22.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","462f80ed-2611-4cf8-a204-c7a66ea241da","3","1","0.1","True","0","True","True","True","True","2","False","False","False","False","False"
"Ammo Clip (7m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 7m long.","Ammo Clip (7m shells).png","Advanced Cannons","700","8","70","300","7","1","1","-42.4","26.3","0","100","2","60","10","0","0","True","1","1","1","1","1","1","2ab03e77-3805-4064-81c7-4bf21ebb242f","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Clip (8m shells)","Ammo clips connect to auto loaders. Ammo intakes connect to ammo clips and fill the clip with ammo so that it can be loaded into the autoloader and fired. This clip stores shells up to 8m long.","Ammo Clip (8m shells).png","Advanced Cannons","800","8","80","320","8","1","1","-48.5","30","0","100","2","60","10","0","0","True","1","1","1","1","1","1","2a8501f7-2463-441c-901a-57d1a6573fe6","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Controller","Used in conjunction with the ammo customisers to create your ammo.","Ammo Controller.png","Advanced Cannons","200","2","40","20","1","1","1","-1.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","efb55635-4841-42b3-98f0-9aed90b2e826","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Customiser 1 module","If you need an odd number of modules in your shell then place one of these right at the front of the chain of ammo customisers.","Ammo Customiser 1 module.png","Advanced Cannons","150","5","40","5","1","1","1","-1.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","c107f90f-68bb-4f16-b023-960e72e1fa3a","3","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Ammo Customiser 2 modules","Place directly in front of the ammo controller in a line. Each customiser provides two shell modules for your shell design.","Ammo Customiser 2 modules.png","Advanced Cannons","150","5","40","10","1","1","1","-1.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","649fc6c3-2f0c-4197-8777-e44e86696d60","5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Customiser 4 modules","Place directly in front of the ammo controller in a line. Each customiser provides four shell modules for your shell design.","Ammo Customiser 4 modules.png","Advanced Cannons","150","5","40","10","1","1","1","-1.7","37.5","0","100","2","60","10","0","0","True","1","1","1","1","1","1","d9a36701-b452-4364-a2f0-cc822af38cd0","5","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Ammo Ejector Backwards","The ammo ejector, quickly fires all shells in the attached autoloader out of the ejector. Beware, the shells are still active if ejected in this manner.  This one ejects out of it's back rather than upwards.","Ammo Ejector Backwards.png","Advanced Cannons","600","25","40","10","2","1","1","35.8","75","0","100","2","30","30","0","0","True","1","1","1","1","1","1","7b672666-b275-454f-968f-506e93987800","1.5","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Ammo Ejector","The ammo ejector, quickly fires all shells in the attached autoloader out of the ejector. Beware, the shells are still active if ejected in this manner.","Ammo Ejector.png","Advanced Cannons","600","25","40","10","2","1","1","35.8","75","0","100","2","30","30","0","0","True","1","1","1","1","1","1","d13556da-e6dc-4c49-a9ec-b47517709da5","1.5","1","1","True","0","True","True","True","True","2","False","False","False","False","False"
"Ammo input feeder","Assign shells configurations from ammo customisers to this input.  It can connect into autoloaders or the front and back of ammo clips. Can also be connected directly to the firing piece for direct input, which allows for shells greater than 8m length.","Ammo input feeder.png","Advanced Cannons","150","5","5","50","1","1","1","-1.2","3.8","0","100","2","60","10","0","0","True","1","1","1","1","1","1","0a1aa046-e841-4813-907e-6567e596a079","3","1","0.1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (1m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader handles shells up to 1m long.","Autoloader (1m shells).png","Advanced Cannons","300","20","40","240","1","1","1","-1.7","37.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","d7d56a2b-bc35-4c89-87de-38c99e7d1c2f","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (2m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader can handle shells up to 2m long.","Autoloader (2m shells).png","Advanced Cannons","600","20","80","300","2","1","1","-3.5","75","0","100","2","40","20","0","0","True","1","1","1","1","1","1","04d60765-2c11-48eb-b9fa-c3eb847b91d5","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (3m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader can handle shells up to 3m long.","Autoloader (3m shells).png","Advanced Cannons","900","20","120","330","3","1","1","-5.2","112.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","23453c1f-3946-4db0-a75e-f8b6dab12569","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (4m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader can handle shells up to 4m long.","Autoloader (4m shells).png","Advanced Cannons","1200","20","160","360","4","1","1","-7","150","0","100","2","40","20","0","0","True","1","1","1","1","1","1","86a9327f-50c1-44d9-aa06-08dc3f25b433","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (5m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader can handle shells up to 5m long.","Autoloader (5m shells).png","Advanced Cannons","1500","20","200","390","5","1","1","-8.7","187.5","0","100","2","40","20","0","0","True","1","1","1","1","1","1","7bb4572c-0ee5-42a5-b562-47a573757f41","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
"Autoloader (6m shells)","Allows attachment of ammo clips and ammo input feeders. This autoloader can handle shells up to 6m long.","Autoloader (6m shells).png","Advanced Cannons","1800","20","240","420","6","1","1","-10.4","225","0","100","2","40","20","0","0","True","1","1","1","1","1","1","1dd8c1cf-ce0b-469d-9924-455dae4958f5","3","1","1","True","0","True","True","True","True","0","False","False","False","False","False"
